Date,Keywords,Classification,Positive,Negative,Neutral
20181002,oil prices goldman sachs iran exports hedging supply shortage,negative,0.14,0.86,0.0
20181002,lng canada asian demand investment kitimat shell,negative,0.36,0.64,0.0
20181002,oil prices iran sanctions us crude strong dollar global supply,positive,0.57,0.42,0.01
20181002,oil prices us stockpiles iran sanctions opec brent crude,negative,0.03,0.97,0.0
20181002,oil prices iran sanctions opec supply shortage brent crude,negative,0.06,0.94,0.0
20181002,oil prices iran sanctions opec crude supply brent futures,negative,0.04,0.96,0.01
20181002,russia oil production opec output record energy market,negative,0.0,1.0,0.0
20181002,lng canada shell investment asia exports infrastructure,negative,0.05,0.95,0.0
20181002,permian basin oil production pipeline bottlenecks rising costs shale industry,positive,0.99,0.01,0.0
20181002,oil prices iran sanctions brent crude opec supply concerns,positive,0.71,0.28,0.0
20181002,iran oil us sanctions saudi arabia crude supply asia buyers,negative,0.02,0.98,0.0
20181003,oil companies capital spending reserves crude prices investment,negative,0.05,0.93,0.03
20181003,oil output saudi arabia russia opec us sanctions,positive,0.97,0.01,0.02
20181003,russian gas nord stream 2 us sanctions lng europe,negative,0.03,0.97,0.0
20181003,gold prices inflation federal reserve us dollar precious metals,negative,0.02,0.98,0.0
20181003,gold prices italy budget euro us dollar jerome powell,negative,0.06,0.94,0.0
20181003,gold italy budget us dollar interest rates precious metals,negative,0.08,0.91,0.01
20181003,uae iran oil sanctions condensate fujairah,positive,0.96,0.04,0.0
20181003,oil prices iran sanctions crude inventories opec energy markets,negative,0.08,0.91,0.01
20181003,oil prices crude inventories saudi arabia russia uschina trade,negative,0.02,0.98,0.0
20181003,oil prices us crude russia production inventories iran sanctions,positive,0.82,0.17,0.01
20181003,oil prices supply crunch iran sanctions opec us inventories,positive,0.5,0.49,0.0
20181003,oil prices iran sanctions putin trump opec,negative,0.04,0.96,0.0
20181003,oil markets russia global producers asian coal energy,negative,0.2,0.8,0.0
20181003,russia united states energy davos meeting,negative,0.11,0.89,0.01
20181003,alumina norsk hydro aluminum prices supply chain rusal sanctions,negative,0.1,0.9,0.0
20181003,crude oil inventories eia oil prices opec,negative,0.03,0.96,0.01
20181003,crude oil china trade war shipping imports,negative,0.06,0.93,0.01
20181004,dairy farmers usmca compensation trudeau trade deal,positive,0.8,0.2,0.0
20181004,gold safehaven dollar interest rates comex,negative,0.25,0.73,0.01
20181004,gold dollar interest rates safe bond yields,neutral,0.07,0.18,0.76
20181004,gold us dollar treasury yields economic data federal reserve,negative,0.04,0.95,0.02
20181004,oil prices crude stockpiles saudi arabia russia iran sanctions,positive,0.54,0.45,0.01
20181004,oil prices us inventories saudi arabia russia iran sanctions,negative,0.02,0.98,0.0
20181004,oil prices crude stockpiles iranian sanctions opec energy markets,positive,0.5,0.5,0.01
20181004,oil prices iran sanctions opec hedge funds supply bottlenecks,negative,0.02,0.98,0.0
20181004,trade dispute agriculture china usmca tariffs,negative,0.34,0.65,0.01
20181005,fuel prices price controls staterun refiners india elections rupee depreciation,negative,0.04,0.95,0.0
20181005,oil prices saudi arabia iran sanctions supply crunch opec,negative,0.02,0.98,0.0
20181005,trade tensions euus relations tariffs regulatory cooperation industrial goods,negative,0.28,0.71,0.01
20181005,trade barriers useu relations tariffs peter altmaier negotiations,negative,0.24,0.63,0.13
20181005,gold nonfarm payrolls us dollar bond yields federal reserve,negative,0.02,0.98,0.0
20181005,gold dollar payrolls interest rates precious metals,negative,0.03,0.97,0.0
20181005,gold dollar interest rates treasury yields etfs,negative,0.03,0.96,0.01
20181005,oil prices iran sanctions opec supply outlook crude futures,negative,0.04,0.94,0.02
20181005,crude oil iran sanctions opec oil prices supply,negative,0.05,0.69,0.26
20181005,oil prices iran sanctions supply shortfall brent crude global market,negative,0.04,0.96,0.0
20181005,oil prices iran sanctions saudi arabia russia output crude inventories,negative,0.2,0.79,0.01
20181005,saudi arabia iran opec oil output us sanctions,positive,0.8,0.14,0.05
20181005,dairy industry milk labeling trade deal oversupply canada,positive,0.99,0.01,0.0
20181006,fuel prices deregulation oil companies india investor confidence,negative,0.26,0.73,0.0
20181007,mining contracts afghanistan gold copper controversy,negative,0.26,0.74,0.0
20181007,iran sanctions oil prices opec crude supply market reports,negative,0.08,0.92,0.0
20181007,gold us dollar bond yields jobs report interest rates,negative,0.04,0.96,0.0
20181007,brent crude saudi arabia iran sanctions opec oil prices,negative,0.02,0.98,0.0
20181007,oil prices qatar opec supply demand iran sanctions,negative,0.04,0.95,0.0
20181007,oil prices iran sanctions us waivers saudi arabia opec,negative,0.02,0.98,0.0
20181008,north sea operating costs oil production investment oil gas authority,negative,0.3,0.68,0.02
20181008,andurand hedge fund oil prices brent crude opec,negative,0.08,0.92,0.0
20181008,soybeans brazil crushers china exports,negative,0.24,0.75,0.0
20181008,carbon emissions carmakers eu targets germany climate change,positive,0.95,0.05,0.0
20181008,gold dollar federal reserve interest rates precious metals,negative,0.07,0.89,0.04
20181008,gold dollar italy federal reserve futures,negative,0.18,0.8,0.02
20181008,oil prices iran sanctions brent crude us waivers india imports,negative,0.01,0.99,0.0
20181008,oil prices iran sanctions indian imports saudi arabia supply concerns,negative,0.02,0.98,0.0
20181008,oil prices iran sanctions saudi arabia opec crude exports,positive,0.75,0.24,0.01
20181008,iran sanctions oil exports opec crude prices,positive,0.73,0.26,0.01
20181008,russia iran energy cooperation diplomacy regional issues,negative,0.18,0.81,0.01
20181008,iran saudi arabia oil sanctions us pressure oil market,positive,0.51,0.49,0.0
20181008,ethanol e15 trump epa biofuel credits,positive,0.91,0.08,0.0
20181008,turkey steel quotas tariffs wto imports,negative,0.2,0.79,0.01
20181009,soybean imports pig feed protein levels trade war china,positive,0.92,0.06,0.03
20181009,lpg imports china us tariffs middle east oil prices,negative,0.03,0.93,0.04
20181009,gold bond yields safehaven imf forecast precious metals,negative,0.08,0.84,0.08
20181009,gold us yields global growth imf interest rates,negative,0.18,0.82,0.01
20181009,gold imf global growth dollar trade tensions,negative,0.04,0.96,0.0
20181009,iea opec oil prices saudi arabia global economy,negative,0.04,0.96,0.0
20181009,iranian oil dalian port bonded storage us sanctions china,positive,0.62,0.38,0.0
20181009,natural gas renewable energy oil companies climate change lng,negative,0.23,0.76,0.01
20181009,oil prices iran exports us sanctions crude futures imf forecast,negative,0.02,0.97,0.01
20181009,hurricane michael oil production iran sanctions crude prices gulf mexico,positive,0.83,0.12,0.06
20181009,oil prices iran sanctions crude exports saudi arabia hurricane michael,positive,0.74,0.23,0.03
20181009,crude oil hurricane michael iran sanctions opec oil prices,positive,0.58,0.42,0.01
20181009,global markets us leadership social media alexander novak russia,negative,0.19,0.8,0.01
20181009,ethanol e15 trump epa biofuel,positive,0.9,0.09,0.0
20181010,pdvsa wages venezuela protests inflation,positive,0.68,0.31,0.0
20181010,used cooking oil biodiesel europe asia green energy,positive,0.97,0.02,0.01
20181010,gold interest rates us dollar treasury yields commodities,negative,0.02,0.98,0.0
20181010,gold dollar treasury yields federal reserve imf,negative,0.03,0.97,0.01
20181010,gold safe treasury yields global growth tariffs,positive,0.97,0.02,0.0
20181010,hurricane michael chicken market georgia supply chain breastmeat prices,negative,0.36,0.63,0.01
20181010,oil prices imf hurricane michael gulf mexico iran sanctions,negative,0.07,0.93,0.0
20181010,crude oil hurricane michael iran sanctions gulf production oil inventories,positive,0.99,0.01,0.0
20181010,oil prices global growth federal reserve hurricane michael iranian sanctions,positive,0.56,0.43,0.0
20181010,iran oil sanctions exports crude prices us enforcement,negative,0.17,0.82,0.01
20181010,oil prices iran sanctions crude exports demand growth trading houses,negative,0.03,0.96,0.0
20181011,steel tariffs canada usmca quotas aluminum,negative,0.11,0.87,0.01
20181011,canadian crude bitumen china infrastructure heavy oil,negative,0.23,0.77,0.0
20181011,shell venezuela maurel &amp; prom oil joint venture pdvsa,negative,0.05,0.95,0.0
20181011,gold stock markets safe interest rates us dollar,neutral,0.0,0.02,0.98
20181011,gold stock markets safe bond yields us dollar,negative,0.04,0.52,0.44
20181011,lithium electric vehicles supply shortage livent investment,negative,0.14,0.86,0.0
20181011,oil prices crude stocks opec oversupply brent,positive,0.74,0.25,0.0
20181011,oil prices crude inventories stock markets us production brent crude,negative,0.03,0.96,0.01
20181011,crude oil market volatility stockpiles opec equity losses,negative,0.32,0.68,0.0
20181011,oil prices crude inventories stock market gulf coast storm michael,negative,0.03,0.96,0.0
20181011,oil prices trade war hurricane michael risk assets fuel demand,negative,0.07,0.92,0.0
20181011,opec oil demand production saudi arabia iran,negative,0.4,0.6,0.01
20181011,opec oil prices iran sanctions spare capacity supplydemand,negative,0.02,0.97,0.0
20181011,opec climate change renewable energy un report oil demand,positive,0.8,0.14,0.06
20181011,tariffs business coalition midterm elections consumer costs trump administration,negative,0.36,0.63,0.01
20181011,crude oil inventories opec prices sanctions,negative,0.03,0.97,0.0
20181012,gold safehaven wall street dollar precious metals,negative,0.09,0.9,0.01
20181012,gold fields south deep turnaround plan south africa gold mining,negative,0.05,0.95,0.0
20181012,gold dollar inflation interest rates commodities,negative,0.06,0.66,0.28
20181012,gold prices safehaven interest rates stock markets us dollar,negative,0.22,0.59,0.18
20181012,crude prices chinese imports opec oil demand hurricane michael,positive,0.67,0.33,0.0
20181012,oil prices crude stockpiles equity markets opec demand forecast,negative,0.04,0.95,0.0
20181012,oil prices us shale iea opec crude supply,negative,0.12,0.87,0.01
20181012,oil prices us equities crude inventories market volatility iran sanctions,negative,0.02,0.98,0.0
20181012,g20 summit trump xi jinping trade talks mnuchin,negative,0.15,0.84,0.01
20181012,ethanol trump epa lawsuit congress,positive,0.94,0.05,0.0
20181012,trade war soybeans corn china us farmers,positive,0.77,0.22,0.01
20181012,oil supply iea opec iran sanctions oil prices,negative,0.41,0.57,0.02
20181014,oil prices iea opec crude supply demand forecast,negative,0.03,0.96,0.0
20181014,gold federal reserve dollar brexit china growth,positive,0.96,0.04,0.0
20181015,steel sector tariffs oversupply credit suisse canada,negative,0.03,0.97,0.0
20181015,gold equities federal reserve geopolitical tensions dollar,negative,0.1,0.9,0.0
20181015,gold safehaven yields trade conflict dollar,negative,0.28,0.71,0.01
20181015,iran sanctions oil exports us policy european response energy market,negative,0.41,0.58,0.01
20181015,steel tariffs canada mexico trade deal usmca,negative,0.45,0.53,0.02
20181015,oil prices khashoggi saudi arabia geopolitical tensions global economy,negative,0.03,0.97,0.0
20181015,oil prices saudi arabia jamal khashoggi geopolitical tensions crude futures,negative,0.09,0.9,0.0
20181015,oil prices saudi arabia jamal khashoggi us relations investigation,negative,0.07,0.92,0.01
20181015,oil prices saudi arabia khashoggi iran sanctions demand outlook,negative,0.05,0.94,0.01
20181015,khashoggi saudi arabia trump oil exports sanctions,positive,0.86,0.01,0.13
20181015,coal nuclear grid resilience energy department trump administration,positive,0.64,0.24,0.11
20181015,saudi arabia oil weapon jamal khashoggi global economy energy markets,positive,0.7,0.29,0.01
20181015,soybeans china us exports trade war agriculture,positive,0.82,0.17,0.01
20181015,steel tariffs quotas usmca mexico,negative,0.24,0.75,0.01
20181015,pdvsa citgo bond payment venezuela default,positive,0.5,0.47,0.03
20181016,gold dollar federal reserve safe interest rates,neutral,0.01,0.03,0.96
20181016,gold futures safehaven geopolitical tensions options trading dollar index,negative,0.21,0.78,0.01
20181016,nigeria agriculture peertopeer lending farmcrowdy investment,negative,0.07,0.93,0.0
20181016,oil prices iran us sanctions opec trump,negative,0.07,0.93,0.0
20181016,lopez obrador oil production pemex energy reform foreign investment,negative,0.23,0.76,0.01
20181016,oil prices iranian exports us crude inventory saudi arabia khashoggi,negative,0.02,0.98,0.01
20181016,oil prices saudi arabia jamal khashoggi crude futures us sanctions,negative,0.12,0.87,0.01
20181016,oil prices us inventories iran sanctions saudi arabia jamal khashoggi,negative,0.04,0.95,0.0
20181016,oil prices saudi arabia iran sanctions us shale crude inventories,positive,0.64,0.35,0.01
20181016,oil prices emerging markets currency crisis inflation current account deficit,negative,0.02,0.98,0.0
20181016,soybean futures us stockpiles trade war harvest delays speculative investors,positive,0.67,0.33,0.0
20181016,shell lng canada methane emissions british columbia natural gas,positive,0.67,0.31,0.02
20181017,zhoushan exxon mobil ethylene plant petrochemicals investment,negative,0.03,0.97,0.0
20181017,opec nopec oil prices saudi arabia litigation,negative,0.07,0.91,0.02
20181017,gold federal reserve interest rates metals monetary policy,neutral,0.02,0.34,0.63
20181017,gold dollar federal reserve interest rates geopolitical tensions,negative,0.04,0.96,0.01
20181017,iran oil exports us sanctions european union payments,positive,0.57,0.31,0.12
20181017,oil prices us inventories iran exports saudi arabia market sentiment,negative,0.03,0.97,0.0
20181017,iraq oil exports somo crude resales iran sanctions,negative,0.02,0.98,0.0
20181017,crude oil inventories eia saudi arabia prices,negative,0.03,0.97,0.0
20181017,oil prices crude stockpiles exports saudi arabia iran,negative,0.07,0.92,0.0
20181017,shale oil us production permian basin opec energy independence,neutral,0.1,0.19,0.71
20181018,gold federal reserve dollar interest rates safe,neutral,0.0,0.01,0.99
20181018,gold federal reserve interest rates dollar precious metals,negative,0.13,0.82,0.05
20181018,gold dollar fed minutes monetary policy trade war,negative,0.07,0.78,0.15
20181018,steel tariffs usmca quotas canada mexico,negative,0.16,0.82,0.02
20181018,iran sanctions oil prices us inventories brent crude market uncertainty,negative,0.01,0.98,0.0
20181018,oil prices crude stockpiles brent wti market volatility,negative,0.02,0.97,0.0
20181018,oil prices crude stockpiles saudi arabia jamal khashoggi us relations,negative,0.14,0.85,0.0
20181018,oil prices us stockpiles saudi arabia khashoggi iran sanctions,negative,0.06,0.94,0.0
20181018,soybean imports china trade war tariffs animal feed,positive,0.6,0.31,0.09
20181018,turkey iranian oil us sanctions tupras energy imports,negative,0.05,0.94,0.01
20181018,oil prices saudi arabia us crude sanctions inventories,positive,0.56,0.43,0.01
20181019,arcelormittal steel tariffs canada government funding trade dispute,positive,0.93,0.07,0.01
20181019,soybeans china trade war brazil imports,positive,0.54,0.44,0.01
20181019,beef imports euus trade hormonefree trade negotiations quotas,negative,0.12,0.6,0.28
20181019,opec oil production saudi arabia iran sanctions output targets,positive,0.97,0.01,0.02
20181019,gold dollar interest rates equities precious metals,negative,0.07,0.92,0.02
20181019,gold prices china gdp asian stocks safe uschina trade war,positive,0.54,0.37,0.09
20181019,gold safehaven geopolitical dollar equities,negative,0.18,0.81,0.01
20181019,oil prices us crude stocks saudi arabia iran sanctions jamal khashoggi,positive,0.57,0.41,0.01
20181019,oil prices us inventories saudi arabia iran sanctions drilling activity,negative,0.05,0.95,0.0
20181019,oil prices china demand us inventories trade war iranian exports,negative,0.19,0.8,0.01
20181019,oil prices china demand us stockpiles opec output wti,negative,0.17,0.83,0.0
20181019,schlumberger permian basin pipeline bottlenecks oilfield services earnings,positive,0.91,0.09,0.0
20181019,methane emissions epa white house oil industry deregulation,positive,0.95,0.05,0.0
20181021,oil prices us stockpiles saudi arabia khashoggi global demand,negative,0.03,0.97,0.0
20181021,gold us gdp central banks housing market geopolitical risks,negative,0.1,0.9,0.0
20181021,gold prices us dollar khashoggi brexit italy budget,negative,0.04,0.95,0.0
20181021,iran sanctions oil waivers steven mnuchin swift us treasury,negative,0.06,0.94,0.0
20181022,gold midterm elections interest rates dollar index precious metals,negative,0.02,0.97,0.0
20181022,gold us gdp safehaven central banks metals,negative,0.14,0.83,0.04
20181022,steel tariffs mexico canada world trade organization imports,negative,0.44,0.5,0.06
20181022,natural gas pipeline rupture enbridge alberta aeco hub,positive,0.98,0.02,0.0
20181022,wti crude oil prices contango iran sanctions saudi arabia,negative,0.05,0.94,0.01
20181022,oil prices iran sanctions opec saudi arabia stockpiles,negative,0.49,0.51,0.01
20181022,saudi arabia iran oil prices opec sanctions,negative,0.05,0.94,0.0
20181022,saudi arabia oil embargo khashoggi sanctions global economy,positive,0.68,0.32,0.0
20181022,iranian oil us sanctions oil prices saudi arabia global economy,negative,0.06,0.94,0.0
20181023,gold equities geopolitical tensions options precious metals,negative,0.1,0.9,0.0
20181023,gold asian markets khashoggi italy budget safe,negative,0.15,0.84,0.01
20181023,gold safehaven geopolitical tensions market sentiment precious metals,negative,0.17,0.82,0.01
20181023,iran oil sanctions exports market volatility saudi arabia,positive,0.99,0.01,0.0
20181023,oil prices saudi arabia iran sanctions brent crude global trade,negative,0.03,0.97,0.0
20181023,saudi arabia oil prices iran sanctions crude supply jamal khashoggi,negative,0.16,0.84,0.01
20181023,oil prices saudi arabia iran sanctions crude supply production,negative,0.38,0.61,0.01
20181023,oil prices crude inventories saudi arabia brent crude market sentiment,negative,0.08,0.91,0.01
20181023,oil prices saudi arabia khashoggi iran sanctions supply,negative,0.05,0.95,0.01
20181023,palladium supply deficit catalytic converters russia investors,positive,0.98,0.02,0.0
20181023,saudi aramco investment riyadh infrastructure oil,negative,0.02,0.98,0.0
20181023,investment oil infrastructure aramco total,negative,0.04,0.96,0.0
20181023,oil production natural gas productivity shale permian basin,negative,0.35,0.65,0.0
20181024,sinopec cnpc iranian oil us sanctions china,negative,0.32,0.68,0.01
20181024,gold dollar index brexit geopolitical tensions eurozone,negative,0.08,0.92,0.0
20181024,gold dollar profittaking options expiry precious metals,negative,0.07,0.93,0.0
20181024,oil producers energy revenues diversification electric vehicles iea,negative,0.02,0.98,0.0
20181024,oil prices saudi arabia us inventories gasoline demand iranian sanctions,negative,0.03,0.96,0.01
20181024,oil prices saudi arabia opec crude inventories market volatility,negative,0.03,0.97,0.0
20181024,oil prices saudi arabia iran sanctions crude inventory china trade,negative,0.02,0.97,0.01
20181024,pdvsa citgo bond payment venezuela debt,positive,0.61,0.37,0.02
20181024,crude oil inventories saudi arabia sanctions china,negative,0.1,0.9,0.0
20181025,saudi arabia investment aramco khashoggi energy,negative,0.07,0.93,0.0
20181025,china iranian oil us sanctions cnpc sinopec,negative,0.31,0.68,0.0
20181025,gold futures options stock market precious metals,negative,0.13,0.87,0.01
20181025,gold prices safe stock selloff us dollar asian markets,negative,0.16,0.84,0.01
20181025,opec oil prices saudi arabia production cuts trump,positive,0.91,0.09,0.0
20181025,oil prices stock markets demand growth energy revenues iea,positive,0.99,0.01,0.0
20181025,oil prices stock markets us production iran sanctions saudi intervention,negative,0.25,0.74,0.01
20181025,opec oil production inventories saudi arabia trump,negative,0.15,0.72,0.13
20181025,oil market saudi arabia oversupply production demand,negative,0.17,0.83,0.0
20181025,saudi arabia investment khashoggi conference us,negative,0.25,0.74,0.01
20181025,hilcorp beaufort sea liberty project arctic oil interior department,negative,0.35,0.65,0.0
20181025,dairy farmers trade deal milk prices canada us,negative,0.1,0.58,0.33
20181025,dairy farmers tariffs government aid trade disputes milk industry,positive,0.78,0.21,0.0
20181025,brexit haulage permits supply chains euro 6,negative,0.41,0.58,0.01
20181026,gold equities dollar safe interest rates,neutral,0.01,0.04,0.94
20181026,gold prices asian stocks safehaven us markets economic concerns,negative,0.36,0.64,0.01
20181026,gold earnings equities gdp safe,negative,0.28,0.71,0.01
20181026,oil prices oversupply saudi arabia stock markets iran sanctions,negative,0.01,0.98,0.0
20181026,oil prices equities opec production cuts saudi arabia,positive,0.98,0.02,0.0
20181026,oil prices china iranian oil us sanctions opec,negative,0.02,0.98,0.0
20181026,trade wars canadian agriculture soybeans tariffs commodity prices,negative,0.12,0.84,0.04
20181026,mexico venezuela crude exports us refiners canadian oil,negative,0.02,0.96,0.02
20181027,russia opec oil production output cuts global market,positive,1.0,0.0,0.0
20181028,oil prices us stockpiles iran sanctions opec drilling rigs,positive,0.8,0.2,0.0
20181028,gold jobs report inflation federal reserve stock market,negative,0.15,0.84,0.0
20181029,soymeal protein guidelines china soybean imports animal feed,neutral,0.02,0.13,0.85
20181029,gold dollar equities safehaven precious metals,negative,0.08,0.91,0.01
20181029,gold asian equities corporate earnings us dollar gdp,negative,0.12,0.88,0.0
20181029,iran sanctions oil prices crude exports market volatility opec,negative,0.32,0.68,0.0
20181029,oil prices oversupply us production iran sanctions crude stockpiles,positive,0.93,0.06,0.0
20181029,oil prices emerging markets us sanctions global trade crude production,positive,0.92,0.07,0.01
20181029,oil prices global slowdown production increase opec asian markets,positive,0.91,0.08,0.0
20181029,iran sanctions oil imports waivers trump administration,negative,0.03,0.96,0.01
20181029,usda farm aid tariffs china exports,positive,0.76,0.23,0.01
20181029,iran oil exports us sanctions saudi arabia tanker tracking,negative,0.16,0.83,0.01
20181030,dollar gold trade war tariffs commodities,negative,0.08,0.92,0.0
20181030,gold us dollar trade dispute tariffs metals,negative,0.21,0.77,0.02
20181030,gold trade war tariffs uschina markets,negative,0.11,0.89,0.0
20181030,oil prices lng demand growth asia energy investment,positive,0.99,0.01,0.0
20181030,lng exports uschina trade tariffs project delays energy investment,positive,0.95,0.04,0.0
20181030,oil prices iea trade war iran sanctions crude production,positive,0.97,0.03,0.01
20181030,oil prices iran sanctions us production saudi arabia global demand,negative,0.02,0.98,0.0
20181030,oil prices saudi arabia russia iran sanctions stock market,negative,0.05,0.94,0.0
20181030,oil prices uschina trade global supply iran sanctions economic growth,positive,0.83,0.17,0.0
20181030,oil prices crude inventories global demand saudi arabia us sanctions,negative,0.02,0.98,0.0
20181030,us energy oil production gas exports global demand technology innovation,negative,0.06,0.93,0.0
20181031,gold dollar equities federal reserve precious metals,negative,0.04,0.96,0.0
20181031,gold dollar trade war equities tariffs,positive,0.7,0.29,0.0
20181031,oil prices iran sanctions supply disruption demand growth opec,negative,0.38,0.61,0.0
20181031,oil prices iran sanctions crude inventories opec production supply glut,positive,0.83,0.16,0.0
20181031,oil prices iran sanctions crude inventories stock markets trade war,negative,0.03,0.97,0.0
20181031,opec oil production uae iran sanctions libya,positive,0.83,0.14,0.03
20181031,iran oil sanctions trump petroleum supply us policy,negative,0.35,0.36,0.29
20181031,crude oil inventories prices global demand trade tensions,negative,0.02,0.98,0.0
20181031,oil production united states russia shale drilling energy information administration,negative,0.09,0.91,0.0
20181101,opec democrats nopec bill oil prices khashoggi,negative,0.14,0.82,0.04
20181101,steel aluminum tariffs market slump mining,negative,0.02,0.98,0.0
20181101,gold dollar jobs report federal reserve trade tensions,negative,0.11,0.88,0.0
20181101,gold dollar metals futures commodities,negative,0.05,0.94,0.01
20181101,gold dollar safehaven manufacturing precious metals,negative,0.05,0.94,0.01
20181101,iran sanctions oil exports waivers saudi arabia global supply,positive,0.98,0.01,0.01
20181101,oil prices iran sanctions us crude production trump brent crude,neutral,0.24,0.19,0.57
20181101,oil prices crude inventories us sanctions iran opec,negative,0.02,0.98,0.0
20181101,oil prices opec us crude inventories production increase iran sanctions,negative,0.0,1.0,0.0
20181101,oil prices supply demand opec inventories,negative,0.05,0.95,0.0
20181101,keystone xl transcanada joint ventures pipeline financing coastal gaslink,negative,0.19,0.8,0.0
20181101,venezuela sanctions gold exports maduro cuba,positive,0.6,0.38,0.01
20181101,trade war farmers tariffs trump midterm elections,negative,0.23,0.77,0.0
20181101,soybeans trade war china us exports shipping,negative,0.46,0.47,0.06
20181101,iran sanctions trump nuclear deal oil,positive,0.9,0.09,0.01
20181102,soybeans corn trade war china us farmers,positive,0.68,0.31,0.01
20181102,gold wall street trade war midterm elections safe,positive,0.57,0.42,0.01
20181102,gold dollar jobs report interest rates trade tensions,negative,0.19,0.81,0.01
20181102,gold prices central banks us dollar trade tensions uschina,negative,0.02,0.98,0.0
20181102,oil prices iran sanctions us waivers global supply opec,negative,0.01,0.98,0.0
20181102,iran sanctions oil prices waivers trump administration crude market,negative,0.04,0.96,0.0
20181102,oil prices iran sanctions crude output us production waivers,neutral,0.03,0.03,0.95
20181102,oil prices iran sanctions crude output us production oversupply,positive,0.97,0.02,0.01
20181102,zarubezhneft iran us sanctions oilfields dana energy,negative,0.0,0.99,0.0
20181103,iran us sanctions european union nuclear deal oil exports,negative,0.19,0.8,0.01
20181104,oil prices iranian sanctions us waivers global supply opec,negative,0.02,0.98,0.0
20181104,midterm elections federal reserve gold prices us dollar economic data,negative,0.04,0.94,0.02
20181104,gold prices us dollar federal reserve interest rates jobs report,negative,0.01,0.99,0.0
20181104,iran us sanctions embassy anniversary nuclear deal protests,positive,0.95,0.05,0.01
20181104,oil prices iran sanctions us waivers crude output opec,positive,0.51,0.11,0.38
20181104,oil prices supply glut economic slowdown iran sanctions opec,negative,0.03,0.97,0.0
20181105,aluminum tariffs usmca north america trade quotas section 232,negative,0.1,0.81,0.09
20181105,iran sanctions oil exports waivers asia,negative,0.43,0.54,0.03
20181105,venezuela gold reserves bank england sanctions maduro,negative,0.03,0.97,0.0
20181105,gold midterm elections volatility trump administration trade war,negative,0.21,0.79,0.0
20181105,gold federal reserve midterm elections interest rates metals,negative,0.14,0.84,0.02
20181105,natural gas futures heating demand weather storage,negative,0.27,0.67,0.05
20181105,oil prices iran sanctions us waivers crude supply market rebound,negative,0.06,0.94,0.0
20181105,oil prices iran sanctions trump administration crude exports opec,negative,0.15,0.84,0.01
20181105,iran sanctions oil prices waivers crude exports production increase,negative,0.0,1.0,0.0
20181105,lng trucking china gas demand market liberalization energy prices,positive,0.93,0.06,0.01
20181106,iran sanctions oil supply production capacity global market investment,negative,0.0,1.0,0.0
20181106,steel demand china baowu economic growth steel prices consumption,positive,0.87,0.12,0.01
20181106,iraq oil production export capacity infrastructure international companies,negative,0.02,0.97,0.0
20181106,iraq oil exports opec infrastructure sanctions,positive,0.99,0.0,0.01
20181106,gold futures us midterms federal reserve safehaven dollar index,negative,0.16,0.84,0.0
20181106,gold dollar midterm elections trade tensions china,negative,0.08,0.92,0.0
20181106,gold midterm elections investors trump markets,negative,0.14,0.85,0.01
20181106,diwali retail sales online shopping iphones india economy,negative,0.25,0.75,0.01
20181106,iran sanctions oil exports waivers asia,negative,0.43,0.54,0.03
20181106,iranian oil us sanctions waivers imports asia,negative,0.02,0.98,0.0
20181106,lithium supply demand electric vehicles livent,positive,0.92,0.03,0.05
20181106,oil prices iran sanctions us waivers global supply fuel demand,negative,0.03,0.97,0.0
20181106,oil prices crude inventories us stockpiles iran waivers wti,negative,0.03,0.97,0.0
20181106,oil prices iran sanctions waivers crude futures supply glut,negative,0.19,0.8,0.0
20181106,opec oil production us shale saudi arabia market surplus,positive,0.95,0.04,0.01
20181106,natural gas henry hub marcellus shale regional pricing trading volumes,negative,0.05,0.94,0.0
20181107,iran oil sanctions waivers exports imports,negative,0.35,0.61,0.04
20181107,gold us midterms trump federal reserve precious metals,negative,0.01,0.98,0.0
20181107,gold midterm elections federal reserve dollar metals,negative,0.05,0.94,0.0
20181107,oil sands imperial oil teck resources pipelines technology,negative,0.11,0.89,0.0
20181107,opec us shale oil prices iran sanctions production cuts,positive,0.99,0.01,0.0
20181107,opec oil prices iran sanctions us waivers crude inventories,negative,0.04,0.96,0.0
20181107,oil prices crude inventories us sanctions midterm elections market outlook,negative,0.02,0.98,0.0
20181107,crude oil inventories production oversupply sanctions,positive,0.99,0.01,0.0
20181107,oil prices us crude opec production cuts inventories,positive,0.99,0.01,0.0
20181107,opec oil prices production cuts saudi arabia russia,positive,0.99,0.0,0.0
20181107,russia opec oil production output cuts crude prices,positive,1.0,0.0,0.0
20181107,farm bill democrats food stamps house control agriculture,negative,0.13,0.86,0.0
20181107,iran sanctions oil waivers trump administration opec global oil market,positive,0.76,0.23,0.0
20181107,iran oil exports us sanctions economic pressure global supply,positive,0.92,0.08,0.0
20181107,china india welded pipe dumping subsidies,positive,0.92,0.07,0.01
20181107,aluminum tariffs china trade commerce department,negative,0.35,0.4,0.26
20181108,lng spot prices asia demand cargoes,negative,0.26,0.71,0.02
20181108,gold futures federal reserve interest rates us dollar midterm elections,negative,0.11,0.89,0.0
20181108,gold federal reserve dollar interest rates metals,neutral,0.12,0.36,0.52
20181108,gold federal reserve interest rates us midterms dollar,negative,0.06,0.94,0.01
20181108,oil prices opec us production crude stockpiles bear market,negative,0.05,0.82,0.13
